City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
121,Constitucion,CL,2021-08-07 20:29:02,-35.3333,-72.4167,55.33,65,100,13.71
122,Barrow,US,2021-08-07 20:31:27,71.2906,-156.7887,37.42,74,75,6.91
123,Bria,CF,2021-08-07 20:31:28,6.5423,21.9863,68.11,96,100,3.09
124,Ponta Do Sol,PT,2021-08-07 20:31:28,32.6667,-17.1,75.7,82,77,6.15
125,Ipixuna,BR,2021-08-07 20:31:29,-1.7625,-48.8043,89.55,67,84,4.59
126,Mossendjo,CG,2021-08-07 20:30:41,-2.9506,12.7261,69.44,86,56,4.07
127,Port Macquarie,AU,2021-08-07 20:28:43,-31.4333,152.9167,49.96,85,3,9.22
128,Waingapu,ID,2021-08-07 20:31:30,-9.6567,120.2641,73.2,82,46,8.68
129,Madison,US,2021-08-07 20:28:24,34.7334,-86.5667,86.45,70,1,1.99
130,Viedma,AR,2021-08-07 20:26:40,-40.8135,-62.9967,55.04,23,100,13.53
131,Seoul,KR,2021-08-07 20:31:30,37.5683,126.9778,76.44,86,0,5.75
132,Salo,IT,2021-08-07 20:31:30,45.6086,10.531,78.89,81,80,5.39
133,Nikolskoye,RU,2021-08-07 20:31:31,59.7035,30.7861,64.29,98,98,6.24
134,Pyshchug,RU,2021-08-07 20:31:31,58.8873,45.7134,56.21,96,99,4.76
135,Thinadhoo,MV,2021-08-07 20:31:32,0.5333,72.9333,82.02,75,100,10.78
136,Port Alfred,ZA,2021-08-07 20:31:32,-33.5906,26.891,59.09,85,62,14.09
137,Gouyave,GD,2021-08-07 20:31:33,12.1646,-61.7296,84.97,66,40,18.41
138,Cockburn Town,TC,2021-08-07 20:31:33,21.4612,-71.1419,85.96,66,40,16.11
139,Biryusinsk,RU,2021-08-07 20:31:33,55.9634,97.8235,61.61,78,100,3.44
140,Bluff,NZ,2021-08-07 20:28:30,-46.6,168.3333,35.8,76,100,2.51
141,Henties Bay,NA,2021-08-07 20:27:04,-22.116,14.2845,55.85,78,5,7.72
142,Omboue,GA,2021-08-07 20:31:34,-1.5746,9.2618,74.32,84,100,8.7
143,Guanare,VE,2021-08-07 20:31:34,9.0418,-69.7421,78.82,78,95,5.75
144,Taltal,CL,2021-08-07 20:31:35,-25.4,-70.4833,56.34,76,26,4.07
145,San Quintin,MX,2021-08-07 20:31:35,30.4833,-115.95,73.87,66,4,10.94
146,Sorong,ID,2021-08-07 20:31:35,-0.8833,131.25,77.36,88,100,7.11
147,Fairbanks,US,2021-08-07 20:31:36,64.8378,-147.7164,58.6,91,90,6.91
148,Lasa,IT,2021-08-07 20:28:51,46.6166,10.7002,63.86,98,93,4.41
149,Saint-Georges,GD,2021-08-07 20:30:46,12.0564,-61.7485,85.68,66,40,18.41
150,Emba,KZ,2021-08-07 20:31:37,48.8264,58.1442,73.09,24,1,8.14
151,Sao Filipe,CV,2021-08-07 20:31:37,14.8961,-24.4956,79.27,81,52,7.05
152,Nouadhibou,MR,2021-08-07 20:27:21,20.931,-17.0347,71.58,83,0,11.5
153,Bandarbeyla,SO,2021-08-07 20:29:03,9.4942,50.8122,75.43,85,8,29.46
154,Coahuayana,MX,2021-08-07 20:31:38,18.7333,-103.6833,85.48,67,87,7.14
155,Grand Gaube,MU,2021-08-07 20:27:01,-20.0064,57.6608,70.38,74,33,1.99
156,Javanrud,IR,2021-08-07 20:31:38,34.7961,46.5172,75.74,34,75,1.9
157,Aswan,EG,2021-08-07 20:31:38,24.0934,32.907,97.9,32,8,14.97
158,Mlonggo,ID,2021-08-07 20:31:39,-6.5333,110.7,77.81,87,19,5.06
159,Marmande,FR,2021-08-07 20:31:39,44.5,0.1667,66.51,85,0,7.25
160,Manoel Urbano,BR,2021-08-07 20:31:40,-8.8389,-69.2597,95.52,24,0,1.03
161,Kahului,US,2021-08-07 20:31:40,20.8947,-156.47,84.22,63,20,21.85
162,Talaya,RU,2021-08-07 20:30:16,61.3833,152.75,48.69,91,100,3.56
163,Georgetown,MY,2021-08-07 20:31:41,5.4112,100.3354,82.33,89,20,1.99
164,Puerto Ayora,EC,2021-08-07 20:31:14,-0.7393,-90.3518,80.56,83,77,8.99
165,Phangnga,TH,2021-08-07 20:31:42,8.4509,98.5298,80.64,95,100,2.48
166,Oni,GE,2021-08-07 20:31:42,42.5794,43.4425,66.33,87,100,4.97
167,Chodavaram,IN,2021-08-07 20:31:42,17.8333,82.95,82.24,80,100,2.82
168,Puerto Escondido,MX,2021-08-07 20:31:43,15.85,-97.0667,86.83,66,90,13.8
169,Beloha,MG,2021-08-07 20:31:43,-25.1667,45.05,62.78,87,0,4.18
170,Chyhyryn,UA,2021-08-07 20:31:43,49.0838,32.6555,66.43,69,88,14.16
171,Nampa,US,2021-08-07 20:27:04,43.5407,-116.5635,92.48,31,1,0.0
172,College,US,2021-08-07 20:31:44,64.8569,-147.8028,58.59,91,75,0.0
173,Sudak,UA,2021-08-07 20:31:44,44.85,34.9667,75.9,78,100,12.28
174,Barberton,ZA,2021-08-07 20:31:45,-25.7884,31.0532,55.45,74,0,0.38
175,Luderitz,NA,2021-08-07 20:31:45,-26.6481,15.1594,59.47,58,29,3.02
176,Tuatapere,NZ,2021-08-07 20:31:45,-46.1333,167.6833,34.83,96,100,2.59
177,Qaanaaq,GL,2021-08-07 20:31:46,77.484,-69.3632,41.65,75,98,1.07
178,Muborak,UZ,2021-08-07 20:31:46,39.2553,65.1528,86.99,16,0,10.22
179,Mangaluru,IN,2021-08-07 20:30:15,12.8667,74.8833,76.06,94,75,0.0
180,Hamilton,US,2021-08-07 20:27:49,39.1834,-84.5333,89.94,52,40,3.0
181,Nanhai,CN,2021-08-07 20:31:47,30.1282,111.7784,76.23,86,66,5.73
182,Provideniya,RU,2021-08-07 20:31:47,64.3833,-173.3,44.49,82,100,6.85
183,Codrington,AU,2021-08-07 20:31:48,-38.2667,141.9667,42.31,90,7,6.67
184,Alofi,NU,2021-08-07 20:27:24,-19.0595,-169.9187,75.09,73,40,10.36
185,Plouzane,FR,2021-08-07 20:29:57,48.3833,-4.6167,59.32,82,75,8.05
186,Ginda,IN,2021-08-07 20:31:48,30.6945,78.4932,66.83,92,95,1.39
187,Coihaique,CL,2021-08-07 20:29:25,-45.5752,-72.0662,45.21,61,40,4.61
188,Esmeraldas,BR,2021-08-07 20:31:49,-19.7625,-44.3139,69.91,58,99,13.33
189,Lebu,CL,2021-08-07 20:31:49,-37.6167,-73.65,49.59,71,6,22.03
190,Clyde River,CA,2021-08-07 20:29:13,70.4692,-68.5914,39.43,100,90,11.5
191,Talara,PE,2021-08-07 20:31:50,-4.5772,-81.2719,74.16,64,0,17.27
192,Scottsbluff,US,2021-08-07 20:31:51,41.8666,-103.6672,89.82,32,1,6.91
193,Neyshabur,IR,2021-08-07 20:31:51,36.2133,58.7958,80.85,19,3,6.31
194,Olafsvik,IS,2021-08-07 20:27:07,64.8945,-23.7142,55.72,78,48,4.27
195,Haines Junction,CA,2021-08-07 20:31:03,60.7522,-137.5108,60.75,72,61,2.3
196,Rawson,AR,2021-08-07 20:31:52,-43.3002,-65.1023,53.28,37,0,24.38
197,Impfondo,CG,2021-08-07 20:29:32,1.6381,18.0667,69.98,97,100,1.48
198,Alamos,MX,2021-08-07 20:31:52,27.0167,-108.9333,88.32,56,73,5.77
199,Banjarmasin,ID,2021-08-07 20:31:52,-3.3244,114.591,77.14,89,92,3.33
200,Russell,US,2021-08-07 20:31:53,32.3502,-85.1999,90.68,53,40,3.44
201,Biak,ID,2021-08-07 20:31:53,-0.9131,122.8766,75.15,88,100,8.52
202,Corumba,BR,2021-08-07 20:31:54,-19.0092,-57.6533,94.91,23,0,14.97
203,Nhulunbuy,AU,2021-08-07 20:31:54,-12.2333,136.7667,68.61,77,7,6.91
204,Puerto Lumbreras,ES,2021-08-07 20:31:54,37.5633,-1.8097,85.12,36,0,4.61
205,Les Cayes,HT,2021-08-07 20:31:55,18.2,-73.75,85.69,69,32,7.47
206,Villavieja,ES,2021-08-07 20:31:55,39.85,-0.1833,81.54,59,0,1.01
207,Airai,TL,2021-08-07 20:31:55,-8.9266,125.4092,52.48,67,21,3.02
208,Margate,GB,2021-08-07 20:28:54,51.3813,1.3862,62.91,85,87,3.0
209,Griffith,US,2021-08-07 20:31:56,41.5284,-87.4237,89.51,61,40,1.01
210,Walvis Bay,NA,2021-08-07 20:31:56,-22.9575,14.5053,56.08,87,2,3.44
211,Almonte,ES,2021-08-07 20:31:57,37.2647,-6.5167,79.16,52,0,10.47
212,Narsaq,GL,2021-08-07 20:31:57,60.9167,-46.05,50.22,95,100,5.64
213,Port Hardy,CA,2021-08-07 20:31:58,50.6996,-127.4199,66.38,72,75,12.66
214,Iztapa,GT,2021-08-07 20:31:58,13.9333,-90.7075,89.65,58,75,11.5
215,Raudeberg,NO,2021-08-07 20:31:59,61.9875,5.1352,65.19,51,89,5.3
216,Shubarkuduk,KZ,2021-08-07 20:31:59,49.1447,56.4872,75.15,32,16,6.85
217,Rampur,IN,2021-08-07 20:31:59,28.8167,79.0333,81.39,83,70,5.03
218,Port Lincoln,AU,2021-08-07 20:32:00,-34.7333,135.8667,50.92,77,0,10.51
219,Katangli,RU,2021-08-07 20:32:00,51.7102,143.2326,54.5,83,100,12.73
220,Camana,PE,2021-08-07 20:32:00,-16.6228,-72.7111,63.54,77,53,7.85
221,Praia Da Vitoria,PT,2021-08-07 20:32:01,38.7333,-27.0667,75.45,57,40,10.56
222,Ahipara,NZ,2021-08-07 20:32:01,-35.1667,173.1667,56.05,85,99,11.56
223,Traverse City,US,2021-08-07 20:30:04,44.7631,-85.6206,83.14,73,90,6.91
224,Yumen,CN,2021-08-07 20:32:02,40.2833,97.2,68.83,34,9,7.4
225,Lorengau,PG,2021-08-07 20:29:05,-2.0226,147.2712,80.08,77,45,6.87
226,Puerto Salgar,CO,2021-08-07 20:32:03,5.463,-74.6544,96.62,34,29,6.29
227,Vao,NC,2021-08-07 20:32:03,-22.6667,167.4833,67.39,64,99,7.27
228,Brewster,US,2021-08-07 20:32:04,41.3973,-73.6171,86.95,65,1,1.01
229,Laguna,US,2021-08-07 20:32:04,38.421,-121.4238,101.21,39,1,5.75
230,Fort Nelson,CA,2021-08-07 20:30:11,58.8053,-122.7002,53.19,94,90,12.66
231,Fortuna,US,2021-08-07 20:32:05,40.5982,-124.1573,71.92,75,1,3.0
232,Veraval,IN,2021-08-07 20:32:05,20.9,70.3667,81.23,82,77,11.18
233,Sumbe,AO,2021-08-07 20:32:05,-11.2061,13.8437,71.02,85,18,7.56
234,Pointe Michel,DM,2021-08-07 20:32:06,15.25,-61.3833,86.94,54,40,8.05
235,La Romana,DO,2021-08-07 20:29:34,18.4273,-68.9728,82.76,78,40,11.5
236,Mount Gambier,AU,2021-08-07 20:31:36,-37.8333,140.7667,35.51,100,90,8.05
237,Monterey,US,2021-08-07 20:30:13,36.2505,-121.2516,93.72,14,0,4.03
238,Hernani,ES,2021-08-07 20:32:07,43.2662,-1.9762,67.6,76,75,1.01
239,Zvenyhorodka,UA,2021-08-07 20:32:08,49.0787,30.9675,60.08,80,3,7.25
240,Manaure,CO,2021-08-07 20:32:08,11.7751,-72.4445,89.67,52,100,17.6
241,San Cristobal,VE,2021-08-07 20:32:08,7.7669,-72.225,84.38,58,73,5.79
242,Nome,US,2021-08-07 20:32:09,64.5011,-165.4064,48.27,81,90,9.22
243,Rocha,UY,2021-08-07 20:32:09,-34.4833,-54.3333,66.22,84,7,4.99
244,Leningradskiy,RU,2021-08-07 20:28:46,69.3833,178.4167,37.17,79,98,12.33
245,Ishigaki,JP,2021-08-07 20:32:10,24.3448,124.1572,82.4,81,100,19.82
246,Baherden,TM,2021-08-07 20:32:10,38.4362,57.4316,91.94,15,0,4.61
247,Thoen,TH,2021-08-07 20:32:11,17.6129,99.2161,73.6,97,88,2.42
248,Brisbane,AU,2021-08-07 20:30:46,-27.4679,153.0281,50.86,78,0,1.01
249,Pekan,MY,2021-08-07 20:32:11,3.4836,103.3996,77.11,86,53,0.29
250,Quatre Cocos,MU,2021-08-07 20:28:57,-20.2078,57.7625,70.09,77,61,11.01
251,Kjopsvik,NO,2021-08-07 20:32:12,68.097,16.3742,64.06,55,100,5.99
252,Krasnoselkup,RU,2021-08-07 20:32:12,65.7,82.4667,62.29,66,97,5.37
253,Buin,CL,2021-08-07 20:32:12,-33.7333,-70.75,55.62,61,57,3.38
254,Sambava,MG,2021-08-07 20:30:34,-14.2667,50.1667,70.03,86,84,10.29
255,Moindou,NC,2021-08-07 20:32:13,-21.6924,165.677,57.15,69,100,2.55
256,Enid,US,2021-08-07 20:32:13,36.3956,-97.8784,100.02,43,40,10.0
257,Ardakan,IR,2021-08-07 20:32:14,32.31,54.0175,93.58,14,63,4.47
258,Haradok,BY,2021-08-07 20:32:14,55.4624,29.9816,55.54,96,53,6.51
259,El Rodeo,GT,2021-08-07 20:32:15,14.9167,-91.9667,82.8,82,95,4.18
260,Caravelas,BR,2021-08-07 20:32:15,-17.7125,-39.2481,67.64,85,100,9.8
261,Lata,PT,2021-08-07 20:32:15,40.1629,-8.3327,63.91,94,26,3.85
262,Sao Joao Da Barra,BR,2021-08-07 20:32:16,-21.6403,-41.0511,71.69,74,86,10.71
263,Kojnare,BG,2021-08-07 20:32:16,43.35,24.1333,71.71,41,2,5.48
264,Honningsvag,NO,2021-08-07 20:32:17,70.9821,25.9704,53.91,82,91,1.1
265,Chongqing,CN,2021-08-07 20:31:33,29.5628,106.5528,80.92,100,90,6.71
266,Klaksvik,FO,2021-08-07 20:32:17,62.2266,-6.589,63.52,91,94,16.8
267,Bay Roberts,CA,2021-08-07 20:32:17,47.5999,-53.2648,74.66,76,100,13.0
268,Chernyshevskiy,RU,2021-08-07 20:32:18,63.0128,112.4714,55.8,94,100,3.69
269,Chara,RU,2021-08-07 20:29:47,56.9064,118.2631,61.66,83,100,1.32
270,Moree,AU,2021-08-07 20:32:18,-29.4667,149.85,33.82,100,0,0.0
271,Kharp,RU,2021-08-07 20:32:19,66.8014,65.8081,61.07,80,100,6.02
272,Los Llanos De Aridane,ES,2021-08-07 20:32:19,28.6585,-17.9182,71.35,95,20,9.22
273,Pangnirtung,CA,2021-08-07 20:27:34,66.1451,-65.7125,42.67,81,100,3.76
274,Dwarka,IN,2021-08-07 20:32:20,22.2394,68.9678,81.99,76,100,12.93
275,Semnan,IR,2021-08-07 20:32:20,35.5729,53.3971,83.44,28,1,2.51
276,Okhotsk,RU,2021-08-07 20:32:20,59.3833,143.3,61.29,59,5,7.29
277,Ballarat,AU,2021-08-07 20:32:21,-37.5662,143.8496,32.99,96,8,2.17
278,Ermelo,ZA,2021-08-07 20:32:21,-26.5333,29.9833,43.84,56,0,4.03
279,Deputatskiy,RU,2021-08-07 20:28:53,69.3,139.9,49.08,76,74,3.15
280,Pottstown,US,2021-08-07 20:32:22,40.2454,-75.6496,87.62,54,1,1.01
281,Sisimiut,GL,2021-08-07 20:31:08,66.9395,-53.6735,41.13,95,100,7.63
282,Chepareria,KE,2021-08-07 20:32:23,1.3077,35.2039,63.75,79,99,3.36
283,Namibe,AO,2021-08-07 20:32:23,-15.1961,12.1522,69.66,80,100,1.97
284,Padang,ID,2021-08-07 20:32:23,-0.9492,100.3543,77.18,89,35,3.47
285,Leh,IN,2021-08-07 20:27:49,34.1667,77.5833,64.08,38,6,5.1
286,Cozumel,MX,2021-08-07 20:32:02,20.5083,-86.9458,89.58,79,75,4.0
287,Vardo,NO,2021-08-07 20:32:24,70.3705,31.1107,57.24,71,38,8.88
288,Llata,PE,2021-08-07 20:32:24,-9.4167,-76.7833,62.91,50,7,10.42
289,Kamina,CD,2021-08-07 20:32:25,-8.7386,24.9906,66.31,26,82,4.0
290,Havoysund,NO,2021-08-07 20:30:28,70.9963,24.6622,61.68,72,98,6.62
291,Tuensang,IN,2021-08-07 20:32:26,26.2833,94.8333,71.6,98,100,1.63
292,Zhangye,CN,2021-08-07 20:32:26,38.9342,100.4517,66.63,46,61,5.3
293,Akyab,MM,2021-08-07 20:32:26,20.15,92.9,80.02,85,58,1.28
294,Mizan Teferi,ET,2021-08-07 20:32:27,6.9833,35.5833,61.29,88,100,2.91
295,Bandar,ID,2021-08-07 20:32:27,2.05,99.75,73.35,98,89,3.0
